,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8136,0.5902,0.1905,0.3333,0.2424,0.2373,0.9693
0_1,0.6662,0.5626,0.1429,0.1765,0.1579,0.1388,0.9607
0_2,0.5796,0.5638,0.1364,0.3,0.1875,0.1877,0.9681
0_3,0.809,0.5851,0.1905,0.2,0.1951,0.1744,0.9594
0_4,0.7076,0.5632,0.1429,0.1875,0.1622,0.1444,0.9619
0_5,0.7458,0.5832,0.1905,0.1739,0.1818,0.1593,0.9557
0_6,0.6698,0.5813,0.1905,0.1538,0.1702,0.1467,0.952
0_7,0.7002,0.5394,0.0952,0.1333,0.1111,0.0929,0.9606
0_8,0.7839,0.5594,0.1429,0.1364,0.1395,0.1162,0.9545
0_9,0.7039,0.6572,0.3333,0.3182,0.3256,0.3074,0.9643
0_Mean,0.718,0.5786,0.1755,0.2113,0.1873,0.1705,0.9607
0_SD,0.0725,0.0316,0.0641,0.0764,0.0597,0.0622,0.0056
Mean,0.718,0.5785,0.1756,0.2113,0.1873,0.1705,0.9606
SD,0.0725,0.0316,0.0641,0.0764,0.0598,0.0622,0.0056
