,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7081,0.5476,0.1053,0.2,0.1379,0.1305,0.9692
0_1,0.7589,0.5733,0.1579,0.25,0.1935,0.1836,0.9692
0_2,0.844,0.6535,0.3158,0.4615,0.375,0.3697,0.9754
0_3,0.6051,0.572,0.1579,0.2143,0.1818,0.1673,0.9668
0_4,0.7809,0.6259,0.2632,0.3571,0.303,0.2924,0.9717
0_5,0.6632,0.5507,0.1053,0.4,0.1667,0.1961,0.9754
0_6,0.7003,0.6015,0.2105,0.4,0.2759,0.2782,0.9742
0_7,0.6096,0.5187,0.05,0.0909,0.0645,0.0501,0.9643
0_8,0.7986,0.6265,0.2632,0.3846,0.3125,0.3048,0.9729
0_9,0.7087,0.5438,0.1053,0.125,0.1143,0.0953,0.9618
0_Mean,0.7177,0.5814,0.1734,0.2883,0.2125,0.2068,0.9701
0_SD,0.0789,0.0437,0.0865,0.1288,0.0995,0.102,0.0047
Mean,0.7177,0.5814,0.1734,0.2883,0.2125,0.2068,0.9701
SD,0.0789,0.0437,0.0865,0.1288,0.0995,0.102,0.0047
