,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5938,0.4875,0.6,0.5455,0.5714,-0.0255,0.5
0_1,0.4938,0.45,0.4,0.5,0.4444,-0.1,0.4444
0_2,0.65,0.5875,0.8,0.6154,0.6957,0.1941,0.6111
0_3,0.6753,0.5779,0.7273,0.6667,0.6957,0.1612,0.6111
0_4,0.8766,0.6948,0.8182,0.75,0.7826,0.4029,0.7222
0_5,0.4857,0.5429,0.8,0.6154,0.6957,0.0994,0.5882
0_6,0.4714,0.5143,0.6,0.6,0.6,0.0286,0.5294
0_7,0.7071,0.5643,0.7,0.6364,0.6667,0.1324,0.5882
0_8,0.7143,0.7357,0.9,0.75,0.8182,0.5092,0.7647
0_9,0.7,0.5929,0.9,0.6429,0.75,0.2398,0.6471
0_Mean,0.6368,0.5748,0.7245,0.6322,0.672,0.1642,0.6007
0_SD,0.1276,0.0874,0.1559,0.0787,0.1098,0.1862,0.0966
Mean,0.6368,0.5748,0.7246,0.6322,0.672,0.1642,0.6006
SD,0.1276,0.0874,0.1559,0.0786,0.1098,0.1862,0.0966
