,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8464,0.682,0.4062,0.2826,0.3333,0.3064,0.936
0_1,0.8388,0.7483,0.5312,0.3864,0.4474,0.4269,0.9483
0_2,0.777,0.6543,0.3636,0.2182,0.2727,0.2424,0.9213
0_3,0.8304,0.6803,0.3939,0.3333,0.3611,0.333,0.9434
0_4,0.865,0.6897,0.4242,0.2857,0.3415,0.3146,0.9336
0_5,0.8281,0.6178,0.2727,0.2368,0.2535,0.2202,0.9348
0_6,0.7881,0.6013,0.25,0.1778,0.2078,0.1723,0.9249
0_7,0.8403,0.6227,0.2812,0.2432,0.2609,0.2289,0.9372
0_8,0.8196,0.6683,0.375,0.2857,0.3243,0.2957,0.9384
0_9,0.8506,0.6683,0.375,0.2857,0.3243,0.2957,0.9384
0_Mean,0.8284,0.6633,0.3673,0.2735,0.3127,0.2836,0.9356
0_SD,0.0274,0.0425,0.0834,0.059,0.0673,0.0714,0.0079
Mean,0.8284,0.6633,0.3673,0.2735,0.3127,0.2836,0.9356
SD,0.0274,0.0425,0.0834,0.059,0.0673,0.0714,0.0079
