,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7809,0.5168,0.0476,0.0909,0.0625,0.0461,0.9592
0_1,0.9013,0.5832,0.1818,0.2667,0.2162,0.2006,0.9606
0_2,0.8169,0.6762,0.3636,0.5,0.4211,0.4115,0.9701
0_3,0.9195,0.5846,0.1818,0.3077,0.2286,0.2188,0.9633
0_4,0.8877,0.6555,0.3333,0.3043,0.3182,0.2975,0.9592
0_5,0.7689,0.5644,0.1429,0.2308,0.1765,0.1629,0.9619
0_6,0.7836,0.6345,0.2857,0.3333,0.3077,0.2898,0.9633
0_7,0.7714,0.6807,0.381,0.3636,0.3721,0.3533,0.9633
0_8,0.7998,0.5637,0.1429,0.2143,0.1714,0.1553,0.9605
0_9,0.8373,0.68,0.381,0.3478,0.3636,0.3444,0.9619
0_Mean,0.8267,0.614,0.2442,0.2959,0.2638,0.248,0.9623
0_SD,0.0569,0.0587,0.1194,0.1077,0.1113,0.1111,0.0031
Mean,0.8267,0.614,0.2442,0.2959,0.2638,0.248,0.9623
SD,0.0569,0.0588,0.1194,0.1077,0.1113,0.1111,0.0032
