,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7707,0.5999,0.2653,0.2063,0.2321,0.1779,0.8942
0_1,0.7076,0.616,0.2857,0.2545,0.2692,0.2199,0.9065
0_2,0.7278,0.5982,0.2449,0.2449,0.2449,0.1965,0.909
0_3,0.7107,0.5472,0.1429,0.1591,0.1505,0.0993,0.9028
0_4,0.7288,0.5858,0.2292,0.2,0.2136,0.161,0.9002
0_5,0.7903,0.5995,0.25,0.2353,0.2424,0.1934,0.9076
0_6,0.79,0.688,0.4167,0.3922,0.404,0.3656,0.9273
0_7,0.7384,0.5864,0.2292,0.2037,0.2157,0.1636,0.9015
0_8,0.7467,0.6267,0.3333,0.2078,0.256,0.2041,0.8855
0_9,0.803,0.668,0.4082,0.2667,0.3226,0.2764,0.8966
0_Mean,0.7514,0.6116,0.2805,0.237,0.2551,0.2058,0.9031
0_SD,0.0348,0.0411,0.0845,0.063,0.0683,0.0722,0.011
Mean,0.7514,0.6116,0.2805,0.2371,0.2551,0.2058,0.9031
SD,0.0348,0.0411,0.0845,0.063,0.0683,0.0722,0.011
