,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6938,0.6667,0.6667,0.5926,0.6275,0.3296,0.6667
0_1,0.6408,0.5833,0.5,0.5217,0.5106,0.1677,0.5965
0_2,0.7337,0.6594,0.6,0.625,0.6122,0.3204,0.6667
0_3,0.8438,0.8062,0.8,0.7692,0.7843,0.6102,0.807
0_4,0.6919,0.6525,0.68,0.5862,0.6296,0.3027,0.6491
0_5,0.6131,0.4638,0.24,0.375,0.2927,-0.0801,0.4912
0_6,0.68,0.5881,0.52,0.5417,0.5306,0.1771,0.5965
0_7,0.7381,0.6638,0.64,0.6154,0.6275,0.3263,0.6667
0_8,0.7369,0.6862,0.56,0.7,0.6222,0.3873,0.7018
0_9,0.7936,0.7448,0.7083,0.7083,0.7083,0.4896,0.75
0_Mean,0.7166,0.6515,0.5915,0.6035,0.5946,0.3031,0.6592
0_SD,0.0685,0.0932,0.1531,0.1113,0.1315,0.1882,0.0871
Mean,0.7166,0.6515,0.5915,0.6035,0.5946,0.3031,0.6592
SD,0.0685,0.0932,0.1531,0.1113,0.1315,0.1882,0.0871
