,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6671,0.4979,0.0,0.0,,-0.0067,0.9851
0_1,0.8522,0.4959,0.0,0.0,,-0.0095,0.981
0_2,0.5125,0.4979,0.0,0.0,,-0.0067,0.9851
0_3,0.7916,0.6834,0.375,0.3333,0.3529,0.346,0.9851
0_4,0.9081,0.6063,0.2222,0.2222,0.2222,0.2126,0.981
0_5,0.8592,0.6639,0.3333,0.4286,0.375,0.3712,0.9864
0_6,0.7701,0.4917,0.0,0.0,,-0.0143,0.9715
0_7,0.7188,0.557,0.125,0.1111,0.1176,0.1076,0.9796
0_8,0.8869,0.6216,0.25,0.2857,0.2667,0.2597,0.985
0_9,0.8005,0.5591,0.125,0.1667,0.1429,0.1362,0.9837
0_Mean,0.7767,0.5675,0.1431,0.1548,0.2462,0.1396,0.9823
0_SD,0.1192,0.0729,0.1454,0.1586,0.106,0.1512,0.0044
Mean,0.7767,0.5675,0.143,0.1548,0.2462,0.1396,0.9824
SD,0.1192,0.073,0.1454,0.1586,0.106,0.1512,0.0044
