,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7715,0.4959,0.0,0.0,,-0.0058,0.9878
0_1,0.3956,0.4993,0.0,0.0,,-0.0024,0.9946
0_2,0.5812,0.4973,0.0,0.0,,-0.0047,0.9905
0_3,0.7158,0.4973,0.0,0.0,,-0.0047,0.9905
0_4,0.7913,0.4986,0.0,0.0,,-0.0033,0.9932
0_5,0.8151,0.623,0.25,0.25,0.25,0.2459,0.9918
0_6,0.8362,0.6209,0.25,0.1429,0.1818,0.1832,0.9878
0_7,0.9706,0.4993,0.0,0.0,,-0.0024,0.9946
0_8,0.5934,0.6667,0.3333,1.0,0.5,0.5766,0.9973
0_9,0.9271,0.6639,0.3333,0.2,0.25,0.2543,0.9918
0_Mean,0.7398,0.5562,0.1167,0.1593,0.2955,0.1237,0.992
0_SD,0.174,0.0766,0.1532,0.3108,0.1401,0.1939,0.003
Mean,0.7398,0.5562,0.1167,0.1593,0.2954,0.1237,0.992
SD,0.174,0.0766,0.1531,0.3108,0.1401,0.1939,0.003
