,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.786,0.6187,0.25,0.2857,0.2667,0.2535,0.9729
0_1,0.7322,0.5551,0.1176,0.25,0.16,0.1596,0.9742
0_2,0.6293,0.5845,0.1765,0.3333,0.2308,0.231,0.9754
0_3,0.7371,0.5275,0.0588,0.25,0.0952,0.1126,0.9766
0_4,0.5271,0.5563,0.1176,0.3333,0.1739,0.1883,0.9766
0_5,0.6702,0.5851,0.1765,0.375,0.24,0.2467,0.9766
0_6,0.7078,0.585,0.1875,0.1765,0.1818,0.1649,0.9667
0_7,0.7926,0.5906,0.1875,0.375,0.25,0.255,0.9778
0_8,0.5114,0.5281,0.0625,0.1667,0.0909,0.0912,0.9754
0_9,0.6953,0.4943,0.0,0.0,,-0.015,0.9692
0_Mean,0.6789,0.5625,0.1335,0.2546,0.1877,0.1688,0.9742
0_SD,0.0974,0.0374,0.076,0.116,0.0648,0.0869,0.0036
Mean,0.6789,0.5625,0.1335,0.2546,0.1877,0.1688,0.9741
SD,0.0974,0.0374,0.076,0.116,0.0648,0.0869,0.0036
