,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.9256,0.6653,0.3333,0.3333,0.3333,0.3306,0.9946
0_1,0.9113,0.4993,0.0,0.0,,-0.0024,0.9946
0_2,0.7844,0.666,0.3333,0.5,0.4,0.4063,0.9959
0_3,0.6976,0.4986,0.0,0.0,,-0.0033,0.9932
0_4,0.9679,0.4993,0.0,0.0,,-0.0027,0.9932
0_5,0.68,0.4993,0.0,0.0,,-0.0027,0.9932
0_6,0.938,0.6243,0.25,0.5,0.3333,0.3511,0.9946
0_7,0.776,0.4986,0.0,0.0,,-0.0033,0.9932
0_8,0.9806,0.6653,0.3333,0.3333,0.3333,0.3306,0.9946
0_9,0.9734,0.666,0.3333,0.5,0.4,0.4063,0.9959
0_Mean,0.8635,0.5782,0.1583,0.2167,0.36,0.181,0.9943
0_SD,0.1171,0.0844,0.1687,0.2364,0.0365,0.1956,0.0011
Mean,0.8635,0.5782,0.1583,0.2167,0.36,0.181,0.9943
SD,0.1171,0.0844,0.1687,0.2364,0.0365,0.1956,0.0011
