,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.736,0.5256,0.0588,0.1429,0.0833,0.0794,0.9729
0_1,0.6119,0.5569,0.1176,0.4,0.1818,0.2084,0.9779
0_2,0.686,0.5544,0.1176,0.2222,0.1538,0.1489,0.9729
0_3,0.5789,0.5557,0.1176,0.2857,0.1667,0.1725,0.9754
0_4,0.6742,0.6139,0.2353,0.4,0.2963,0.2957,0.9766
0_5,0.603,0.5557,0.1176,0.2857,0.1667,0.1725,0.9754
0_6,0.659,0.5557,0.1176,0.2857,0.1667,0.1725,0.9754
0_7,0.5298,0.5838,0.1765,0.3,0.2222,0.2177,0.9741
0_8,0.7486,0.5538,0.1176,0.2,0.1481,0.1397,0.9717
0_9,0.6529,0.5263,0.0588,0.1667,0.087,0.0878,0.9741
0_Mean,0.648,0.5582,0.1235,0.2689,0.1673,0.1695,0.9746
0_SD,0.0685,0.0256,0.0515,0.0878,0.0614,0.0631,0.0019
Mean,0.648,0.5582,0.1235,0.2689,0.1673,0.1695,0.9746
SD,0.0685,0.0256,0.0515,0.0878,0.0614,0.0632,0.0019
