,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8511,0.5423,0.0909,0.1667,0.1176,0.1143,0.9816
0_1,0.7599,0.5963,0.2,0.25,0.2222,0.215,0.9828
0_2,0.9821,0.6963,0.4,0.4,0.4,0.3925,0.9852
0_3,0.8352,0.5469,0.1,0.1667,0.125,0.1208,0.9828
0_4,0.8677,0.5481,0.1,0.25,0.1429,0.1516,0.9852
0_5,0.7588,0.5975,0.2,0.3333,0.25,0.2511,0.9852
0_6,0.8974,0.6768,0.3636,0.3333,0.3478,0.3388,0.9815
0_7,0.847,0.6345,0.2727,0.5,0.3529,0.3631,0.9865
0_8,0.7973,0.6351,0.2727,0.6,0.375,0.3993,0.9877
0_9,0.8537,0.589,0.1818,0.4,0.25,0.2631,0.9852
0_Mean,0.845,0.6063,0.2182,0.34,0.2583,0.261,0.9844
0_SD,0.066,0.0539,0.1087,0.1401,0.107,0.1097,0.0021
Mean,0.845,0.6063,0.2182,0.34,0.2583,0.261,0.9844
SD,0.066,0.0539,0.1087,0.1401,0.107,0.1097,0.0021
