,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6003,0.5707,0.2857,0.1724,0.2151,0.1138,0.8014
0_1,0.7182,0.644,0.3857,0.2935,0.3333,0.2555,0.8531
0_2,0.6588,0.5241,0.1594,0.1294,0.1429,0.0439,0.8202
0_3,0.7233,0.6258,0.3478,0.2727,0.3057,0.226,0.8515
0_4,0.6511,0.5646,0.2571,0.1748,0.2081,0.1092,0.8134
0_5,0.6922,0.6011,0.3,0.2442,0.2692,0.1846,0.8447
0_6,0.6989,0.6191,0.3571,0.2404,0.2874,0.2006,0.8311
0_7,0.6758,0.5672,0.2429,0.191,0.2138,0.121,0.8297
0_8,0.6601,0.6217,0.3429,0.2667,0.3,0.218,0.8474
0_9,0.6872,0.6244,0.3571,0.2577,0.2994,0.2157,0.8406
0_Mean,0.6766,0.5963,0.3036,0.2243,0.2575,0.1688,0.8333
0_SD,0.0363,0.0378,0.0691,0.0537,0.0596,0.0676,0.0174
Mean,0.6766,0.5963,0.3036,0.2243,0.2575,0.1688,0.8333
SD,0.0362,0.0378,0.0691,0.0537,0.0596,0.0676,0.0173
