,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7417,0.7462,0.5263,0.2703,0.3571,0.3569,0.9558
0_1,0.7127,0.7155,0.4737,0.2093,0.2903,0.2909,0.9459
0_2,0.727,0.7186,0.4737,0.2368,0.3158,0.3129,0.9521
0_3,0.812,0.733,0.5,0.25,0.3333,0.3333,0.9557
0_4,0.8738,0.7633,0.5556,0.303,0.3922,0.3927,0.9619
0_5,0.8493,0.7867,0.6111,0.2683,0.3729,0.3855,0.9545
0_6,0.6512,0.6232,0.2778,0.1667,0.2083,0.1923,0.9533
0_7,0.6474,0.7021,0.4444,0.2,0.2759,0.275,0.9483
0_8,0.7934,0.8214,0.6667,0.3871,0.4898,0.4938,0.9692
0_9,0.8175,0.7405,0.5263,0.2174,0.3077,0.3145,0.9446
0_Mean,0.7626,0.735,0.5056,0.2509,0.3343,0.3348,0.9541
0_SD,0.079,0.0531,0.1044,0.0621,0.0759,0.0806,0.0074
Mean,0.7626,0.735,0.5056,0.2509,0.3343,0.3348,0.9541
SD,0.079,0.0531,0.1044,0.0621,0.0759,0.0806,0.0074
