,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6776,0.4969,0.0,0.0,,-0.0062,0.9877
0_1,0.8475,0.6969,0.4,0.2857,0.3333,0.3333,0.9902
0_2,0.6035,0.4944,0.0,0.0,,-0.0074,0.984
0_3,0.4775,0.595,0.2,0.1111,0.1429,0.142,0.9852
0_4,0.405,0.495,0.0,0.0,,-0.0078,0.984
0_5,0.6099,0.695,0.4,0.2,0.2667,0.2767,0.9865
0_6,0.9748,0.795,0.6,0.2727,0.375,0.3993,0.9877
0_7,0.6765,0.6944,0.4,0.1818,0.25,0.2631,0.9852
0_8,0.9265,0.6889,0.4,0.1,0.16,0.1906,0.9742
0_9,0.7522,0.5944,0.2,0.1,0.1333,0.134,0.984
0_Mean,0.6951,0.6246,0.26,0.1251,0.2373,0.1718,0.9849
0_SD,0.1844,0.1054,0.2119,0.1079,0.0957,0.1475,0.0043
Mean,0.6951,0.6246,0.26,0.1251,0.2373,0.1718,0.9849
SD,0.1844,0.1054,0.2119,0.1079,0.0957,0.1475,0.0043
