,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5772,0.5099,0.0588,0.0312,0.0408,0.0146,0.9422
0_1,0.6082,0.54,0.1176,0.0625,0.0816,0.0588,0.9446
0_2,0.6537,0.6551,0.3529,0.15,0.2105,0.2052,0.9446
0_3,0.6233,0.5938,0.2353,0.0952,0.1356,0.1212,0.9373
0_4,0.6309,0.5963,0.2353,0.1053,0.1455,0.1305,0.9422
0_5,0.5837,0.5725,0.1765,0.1071,0.1333,0.1138,0.952
0_6,0.6528,0.5925,0.2353,0.0909,0.1311,0.117,0.9347
0_7,0.5168,0.5387,0.1176,0.0588,0.0784,0.0553,0.9421
0_8,0.5877,0.5406,0.1176,0.0645,0.0833,0.0606,0.9458
0_9,0.6162,0.595,0.2353,0.1,0.1404,0.1257,0.9397
0_Mean,0.605,0.5734,0.1882,0.0866,0.1181,0.1003,0.9425
0_SD,0.041,0.042,0.0868,0.0333,0.0478,0.0539,0.0048
Mean,0.605,0.5734,0.1882,0.0865,0.118,0.1003,0.9425
SD,0.041,0.042,0.0868,0.0333,0.0478,0.0539,0.0048
