,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6999,0.6626,0.3333,0.1429,0.2,0.2134,0.9891
0_1,0.99,0.6598,0.3333,0.0909,0.1429,0.1679,0.9837
0_2,0.698,0.8286,0.6667,0.2222,0.3333,0.3809,0.9891
0_3,0.8477,0.4966,0.0,0.0,,-0.0053,0.9891
0_4,0.8234,0.6223,0.25,0.2,0.2222,0.2189,0.9905
0_5,0.8876,0.4966,0.0,0.0,,-0.0061,0.9878
0_6,0.8234,0.7445,0.5,0.2,0.2857,0.3106,0.9864
0_7,0.7837,0.6612,0.3333,0.1111,0.1667,0.1869,0.9864
0_8,0.6576,0.6639,0.3333,0.2,0.25,0.2543,0.9918
0_9,0.9954,0.9932,1.0,0.2308,0.375,0.4771,0.9864
0_Mean,0.8207,0.6829,0.375,0.1398,0.247,0.2199,0.988
0_SD,0.1165,0.1476,0.2972,0.0871,0.0806,0.1517,0.0024
Mean,0.8207,0.6829,0.375,0.1398,0.247,0.2199,0.988
SD,0.1164,0.1476,0.2972,0.0871,0.0806,0.1517,0.0024
