,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8542,0.6875,0.875,0.7,0.7778,0.4108,0.7143
0_1,0.875,0.9167,1.0,0.8889,0.9412,0.8607,0.9286
0_2,0.6667,0.7083,0.75,0.75,0.75,0.4167,0.7143
0_3,0.6667,0.6458,0.625,0.7143,0.6667,0.2887,0.6429
0_4,0.6875,0.6667,0.5,0.8,0.6154,0.3443,0.6429
0_5,0.8333,0.7917,0.75,0.8571,0.8,0.5774,0.7857
0_6,0.5208,0.6042,0.875,0.6364,0.7368,0.2513,0.6429
0_7,0.7708,0.7917,0.75,0.8571,0.8,0.5774,0.7857
0_8,0.4889,0.5333,0.6667,0.6667,0.6667,0.0667,0.5714
0_9,0.7,0.6375,0.875,0.7,0.7778,0.3175,0.6923
0_Mean,0.7064,0.6983,0.7667,0.757,0.7532,0.4111,0.7121
0_SD,0.1316,0.11,0.1459,0.0884,0.0914,0.2185,0.1013
Mean,0.7064,0.6983,0.7667,0.757,0.7532,0.4112,0.7121
SD,0.1316,0.11,0.1459,0.0884,0.0914,0.2185,0.1013
