,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7842,0.7454,0.5484,0.2742,0.3656,0.3542,0.9274
0_1,0.7812,0.735,0.5161,0.3077,0.3855,0.3679,0.9373
0_2,0.8173,0.7544,0.5484,0.3542,0.4304,0.4134,0.9446
0_3,0.7339,0.6913,0.4516,0.2059,0.2828,0.2646,0.9127
0_4,0.649,0.6835,0.4194,0.2407,0.3059,0.2822,0.9274
0_5,0.7571,0.7411,0.5333,0.2857,0.3721,0.3589,0.9335
0_6,0.8045,0.7679,0.5806,0.3396,0.4286,0.4157,0.9409
0_7,0.7411,0.6525,0.3548,0.22,0.2716,0.2431,0.9273
0_8,0.7666,0.6873,0.4194,0.2708,0.3291,0.3043,0.9347
0_9,0.8078,0.7853,0.6129,0.3654,0.4578,0.4467,0.9446
0_Mean,0.7643,0.7244,0.4985,0.2864,0.3629,0.3451,0.933
0_SD,0.0492,0.043,0.0828,0.0553,0.0647,0.0693,0.0098
Mean,0.7643,0.7244,0.4985,0.2864,0.3629,0.3451,0.933
SD,0.0492,0.043,0.0828,0.0553,0.0647,0.0693,0.0098
