,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7625,0.7125,0.8,0.7273,0.7619,0.4332,0.7222
0_1,0.55,0.4375,0.5,0.5,0.5,-0.125,0.4444
0_2,0.65,0.5875,0.8,0.6154,0.6957,0.1941,0.6111
0_3,0.6623,0.6753,0.6364,0.7778,0.7,0.3419,0.6667
0_4,0.8312,0.7662,0.8182,0.8182,0.8182,0.5325,0.7778
0_5,0.5,0.4429,0.6,0.5455,0.5714,-0.1177,0.4706
0_6,0.4571,0.5429,0.8,0.6154,0.6957,0.0994,0.5882
0_7,0.7714,0.6857,0.8,0.7273,0.7619,0.3825,0.7059
0_8,0.6,0.5857,0.6,0.6667,0.6316,0.169,0.5882
0_9,0.6,0.5357,0.5,0.625,0.5556,0.0704,0.5294
0_Mean,0.6385,0.5972,0.6855,0.6618,0.6692,0.198,0.6105
0_SD,0.1219,0.1116,0.1316,0.101,0.1023,0.2243,0.1093
Mean,0.6384,0.5972,0.6855,0.6619,0.6692,0.198,0.6104
SD,0.1219,0.1116,0.1316,0.101,0.1023,0.2243,0.1093
