,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6862,0.6383,0.3333,0.1346,0.1918,0.1793,0.9275
0_1,0.7105,0.5675,0.1905,0.0833,0.1159,0.0908,0.9251
0_2,0.5925,0.5802,0.2273,0.0862,0.125,0.1011,0.914
0_3,0.7386,0.605,0.2857,0.0909,0.1379,0.1219,0.9077
0_4,0.6493,0.5694,0.1905,0.0889,0.1212,0.0962,0.9287
0_5,0.6846,0.6383,0.3333,0.1346,0.1918,0.1793,0.9274
0_6,0.6134,0.6338,0.3333,0.1186,0.175,0.1637,0.9188
0_7,0.7077,0.5173,0.0952,0.04,0.0563,0.0229,0.9176
0_8,0.7179,0.5831,0.2381,0.0806,0.1205,0.0993,0.9102
0_9,0.7083,0.6345,0.3333,0.1207,0.1772,0.1657,0.92
0_Mean,0.6809,0.5967,0.2561,0.0979,0.1413,0.122,0.9197
0_SD,0.0477,0.0404,0.0819,0.0294,0.0428,0.0501,0.0075
Mean,0.6809,0.5967,0.256,0.0978,0.1413,0.122,0.9197
SD,0.0477,0.0404,0.0819,0.0294,0.0428,0.0501,0.0075
