,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8331,0.6646,0.3333,0.25,0.2857,0.2853,0.9932
0_1,0.9663,0.6626,0.3333,0.1429,0.2,0.2134,0.9891
0_2,0.5912,0.6612,0.3333,0.1111,0.1667,0.1869,0.9864
0_3,0.6062,0.498,0.0,0.0,,-0.0041,0.9918
0_4,0.7035,0.4973,0.0,0.0,,-0.0047,0.9905
0_5,0.7111,0.6223,0.25,0.2,0.2222,0.2189,0.9905
0_6,0.9868,0.8279,0.6667,0.2,0.3077,0.3609,0.9878
0_7,0.7363,0.8292,0.6667,0.25,0.3636,0.4046,0.9905
0_8,0.4964,0.498,0.0,0.0,,-0.0041,0.9918
0_9,0.9836,0.6626,0.3333,0.1429,0.2,0.2134,0.9891
0_Mean,0.7614,0.6424,0.2917,0.1297,0.2494,0.1871,0.9901
0_SD,0.1755,0.1221,0.2461,0.1,0.071,0.1489,0.002
Mean,0.7615,0.6424,0.2917,0.1297,0.2494,0.187,0.9901
SD,0.1755,0.1221,0.2461,0.1,0.071,0.1489,0.002
