,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.4945,0.4975,0.0,0.0,,-0.0043,0.9914
0_1,0.785,0.8309,0.6667,0.3333,0.4444,0.4688,0.9939
0_2,0.7133,0.4951,0.0,0.0,,-0.005,0.9877
0_3,0.8274,0.7469,0.5,0.1667,0.25,0.2858,0.9926
0_4,0.4733,0.6642,0.3333,0.2,0.25,0.2547,0.9926
0_5,0.67,0.666,0.3333,0.5,0.4,0.4065,0.9963
0_6,0.8955,0.8309,0.6667,0.3333,0.4444,0.4688,0.9938
0_7,0.8016,0.6642,0.3333,0.2,0.25,0.2547,0.9926
0_8,0.686,0.6648,0.3333,0.25,0.2857,0.2856,0.9938
0_9,0.5086,0.6642,0.3333,0.2,0.25,0.2547,0.9926
0_Mean,0.6855,0.6725,0.35,0.2183,0.3218,0.267,0.9927
0_SD,0.1496,0.1146,0.2284,0.1512,0.0911,0.1665,0.0022
Mean,0.6855,0.6725,0.35,0.2183,0.3218,0.267,0.9927
SD,0.1496,0.1146,0.2284,0.1512,0.0911,0.1665,0.0022
