,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6349,0.6407,0.3333,0.1633,0.2192,0.2001,0.9299
0_1,0.7021,0.6564,0.375,0.1552,0.2195,0.2058,0.9213
0_2,0.5768,0.5814,0.2174,0.1042,0.1408,0.1146,0.9249
0_3,0.6944,0.6019,0.2609,0.1176,0.1622,0.1394,0.9236
0_4,0.6856,0.5949,0.2609,0.0968,0.1412,0.1186,0.9101
0_5,0.658,0.5667,0.1739,0.1111,0.1356,0.1075,0.9372
0_6,0.5137,0.5591,0.1739,0.0833,0.1127,0.0831,0.9224
0_7,0.6743,0.6467,0.3478,0.1569,0.2162,0.2006,0.9286
0_8,0.6269,0.6384,0.3478,0.125,0.1839,0.1705,0.9126
0_9,0.6502,0.6192,0.2917,0.1429,0.1918,0.1695,0.9273
0_Mean,0.6417,0.6105,0.2783,0.1256,0.1723,0.151,0.9238
0_SD,0.0583,0.0348,0.0733,0.0277,0.0392,0.0442,0.008
Mean,0.6417,0.6105,0.2783,0.1256,0.1723,0.151,0.9238
SD,0.0583,0.0348,0.0733,0.0277,0.0392,0.0442,0.008
