,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.739,0.6655,0.4375,0.1443,0.2171,0.1986,0.8756
0_1,0.8217,0.7223,0.5625,0.1636,0.2535,0.2527,0.8695
0_2,0.7102,0.6579,0.4375,0.1284,0.1986,0.1802,0.8608
0_3,0.8042,0.7051,0.5,0.186,0.2712,0.2594,0.8941
0_4,0.7957,0.7274,0.5625,0.1765,0.2687,0.267,0.8793
0_5,0.7816,0.7282,0.5758,0.1696,0.2621,0.2613,0.8682
0_6,0.7608,0.6608,0.4242,0.1489,0.2205,0.1984,0.8781
0_7,0.7401,0.7107,0.5152,0.1889,0.2764,0.2651,0.8904
0_8,0.8319,0.7478,0.6061,0.1887,0.2878,0.2905,0.8781
0_9,0.8014,0.7592,0.625,0.1942,0.2963,0.3031,0.8829
0_Mean,0.7786,0.7085,0.5246,0.1689,0.2552,0.2476,0.8777
0_SD,0.0398,0.0361,0.0731,0.0222,0.0326,0.0413,0.01
Mean,0.7787,0.7085,0.5246,0.1689,0.2552,0.2476,0.8777
SD,0.0398,0.0361,0.0732,0.0223,0.0326,0.0413,0.01
