,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6642,0.6264,0.4286,0.1364,0.2069,0.1537,0.8002
0_1,0.7102,0.6779,0.5208,0.1667,0.2525,0.2163,0.8161
0_2,0.6355,0.6466,0.4583,0.1497,0.2256,0.1797,0.8124
0_3,0.642,0.6172,0.4167,0.1266,0.1942,0.1397,0.7938
0_4,0.6415,0.6094,0.3958,0.1242,0.1891,0.1321,0.7975
0_5,0.6965,0.6363,0.4167,0.155,0.226,0.176,0.8298
0_6,0.7046,0.678,0.5306,0.1646,0.2512,0.2143,0.8075
0_7,0.7205,0.6935,0.551,0.1788,0.27,0.237,0.8186
0_8,0.6444,0.6172,0.3878,0.1407,0.2065,0.15,0.8186
0_9,0.6876,0.6494,0.4694,0.1513,0.2289,0.1825,0.8075
0_Mean,0.6747,0.6452,0.4576,0.1494,0.2251,0.1781,0.8102
0_SD,0.0327,0.0294,0.0588,0.0177,0.0267,0.0354,0.0111
Mean,0.6747,0.6452,0.4576,0.1494,0.2251,0.1781,0.8102
SD,0.0327,0.0294,0.0588,0.0177,0.0266,0.0353,0.0111
