,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8502,0.8279,0.6667,0.2,0.3077,0.3609,0.9877
0_1,0.6849,0.6591,0.3333,0.0833,0.1333,0.1601,0.9823
0_2,0.5443,0.4918,0.0,0.0,,-0.0083,0.9795
0_3,0.3511,0.4918,0.0,0.0,,-0.0083,0.9795
0_4,0.974,0.8203,0.6667,0.0952,0.1667,0.2452,0.9727
0_5,0.8779,0.4925,0.0,0.0,,-0.0079,0.9809
0_6,0.9868,0.6619,0.3333,0.125,0.1818,0.1989,0.9877
0_7,0.8717,0.8306,0.6667,0.3333,0.4444,0.4685,0.9932
0_8,0.9176,0.6571,0.3333,0.0667,0.1111,0.1417,0.9782
0_9,0.8445,0.7452,0.5,0.2222,0.3077,0.3281,0.9877
0_Mean,0.7903,0.6678,0.35,0.1126,0.2361,0.1879,0.9829
0_SD,0.2038,0.1392,0.2772,0.1105,0.1208,0.1666,0.006
Mean,0.7903,0.6678,0.35,0.1126,0.2361,0.1879,0.9829
SD,0.2038,0.1392,0.2772,0.1105,0.1208,0.1667,0.006
