,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8457,0.6091,0.25,0.08,0.1212,0.1249,0.9604
0_1,0.3717,0.4938,0.0,0.0,,-0.0117,0.9768
0_2,0.8313,0.6758,0.375,0.15,0.2143,0.2242,0.9699
0_3,0.5389,0.6146,0.25,0.1176,0.16,0.1583,0.9713
0_4,0.7343,0.673,0.375,0.125,0.1875,0.202,0.9645
0_5,0.7215,0.607,0.25,0.0714,0.1111,0.116,0.9563
0_6,0.7021,0.5445,0.125,0.037,0.0571,0.0491,0.9549
0_7,0.6613,0.7598,0.5556,0.1613,0.25,0.2843,0.959
0_8,0.5442,0.6014,0.2222,0.125,0.16,0.1529,0.9713
0_9,0.5958,0.6549,0.3333,0.15,0.2069,0.2094,0.9686
0_Mean,0.6547,0.6234,0.2736,0.1017,0.1631,0.1509,0.9653
0_SD,0.1453,0.0737,0.1509,0.0532,0.0596,0.0869,0.0074
Mean,0.6547,0.6234,0.2736,0.1017,0.1631,0.1509,0.9653
SD,0.1453,0.0737,0.1509,0.0532,0.0596,0.0869,0.0074
