,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.2096,0.4988,0.0,0.0,,-0.003,0.9939
0_1,0.6987,0.8327,0.6667,0.6667,0.6667,0.6654,0.9975
0_2,0.7596,0.4982,0.0,0.0,,-0.0037,0.9926
0_3,0.7546,0.4963,0.0,0.0,,-0.0043,0.9902
0_4,0.9877,0.7457,0.5,0.125,0.2,0.2466,0.9902
0_5,0.6481,0.6654,0.3333,0.3333,0.3333,0.3309,0.9951
0_6,0.9572,0.8315,0.6667,0.4,0.5,0.5142,0.9951
0_7,0.6407,0.6642,0.3333,0.2,0.25,0.2547,0.9926
0_8,0.8453,0.6648,0.3333,0.25,0.2857,0.2856,0.9938
0_9,0.6111,0.6642,0.3333,0.2,0.25,0.2547,0.9926
0_Mean,0.7113,0.6562,0.3167,0.2175,0.3551,0.2541,0.9934
0_SD,0.2185,0.1272,0.254,0.211,0.1681,0.2219,0.0023
Mean,0.7113,0.6562,0.3167,0.2175,0.3551,0.2541,0.9934
SD,0.2186,0.1271,0.254,0.211,0.1681,0.2219,0.0022
