,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.9121,0.4946,0.0,0.0,,-0.0055,0.9864
0_1,0.9544,0.4959,0.0,0.0,,-0.0047,0.9891
0_2,0.9857,0.7473,0.5,0.2,0.2857,0.3134,0.9932
0_3,0.998,0.9973,1.0,0.3333,0.5,0.5758,0.9946
0_4,0.8781,0.4946,0.0,0.0,,-0.0055,0.9864
0_5,0.8161,0.4932,0.0,0.0,,-0.0061,0.9837
0_6,0.9537,0.498,0.0,0.0,,-0.0024,0.9946
0_7,0.9768,0.4973,0.0,0.0,,-0.0027,0.9932
0_8,0.9986,0.9946,1.0,0.1111,0.2,0.3315,0.9891
0_9,0.6255,0.7425,0.5,0.0833,0.1429,0.1994,0.9837
0_Mean,0.9099,0.6455,0.3,0.0728,0.2821,0.1393,0.9894
0_SD,0.1157,0.2109,0.4216,0.1142,0.1567,0.2069,0.0043
Mean,0.9099,0.6455,0.3,0.0728,0.2822,0.1393,0.9894
SD,0.1157,0.2109,0.4216,0.1142,0.1566,0.2069,0.0043
