,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7955,0.6894,0.4,0.1905,0.2581,0.2632,0.9717
0_1,0.8283,0.6857,0.4,0.1481,0.2162,0.2284,0.9643
0_2,0.8746,0.6825,0.4,0.125,0.1905,0.2069,0.9581
0_3,0.7873,0.5819,0.2,0.0645,0.0976,0.0943,0.9544
0_4,0.8829,0.6693,0.3636,0.1667,0.2286,0.2312,0.9667
0_5,0.8459,0.7123,0.4545,0.1724,0.25,0.2645,0.9631
0_6,0.7326,0.706,0.4545,0.1282,0.2,0.2228,0.9507
0_7,0.8116,0.6637,0.3636,0.1212,0.1818,0.1917,0.9557
0_8,0.8434,0.7565,0.5455,0.1875,0.2791,0.3048,0.9618
0_9,0.7419,0.6406,0.3,0.1667,0.2143,0.2107,0.9729
0_Mean,0.8144,0.6788,0.3882,0.1471,0.2116,0.2218,0.9619
0_SD,0.051,0.0462,0.0933,0.0384,0.0505,0.0558,0.0073
Mean,0.8144,0.6788,0.3882,0.1471,0.2116,0.2218,0.9619
SD,0.051,0.0462,0.0933,0.0384,0.0505,0.0558,0.0073
