,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8341,0.7404,0.5455,0.2069,0.3,0.3039,0.9236
0_1,0.9053,0.8065,0.6818,0.2344,0.3488,0.3705,0.9236
0_2,0.6379,0.5895,0.2381,0.1064,0.1471,0.1219,0.9208
0_3,0.8181,0.7715,0.619,0.194,0.2955,0.3144,0.9153
0_4,0.7207,0.6791,0.4286,0.1525,0.225,0.2197,0.9153
0_5,0.7957,0.7289,0.5238,0.1897,0.2785,0.2829,0.9221
0_6,0.7924,0.7183,0.5238,0.1507,0.234,0.2432,0.9016
0_7,0.7006,0.6553,0.381,0.1379,0.2025,0.192,0.9139
0_8,0.748,0.649,0.381,0.1194,0.1818,0.1725,0.9016
0_9,0.7881,0.6949,0.4545,0.1786,0.2564,0.2504,0.9208
0_Mean,0.7741,0.7033,0.4777,0.167,0.247,0.2471,0.9159
0_SD,0.0754,0.0636,0.1289,0.0405,0.061,0.074,0.0083
Mean,0.7741,0.7033,0.4777,0.167,0.247,0.2471,0.9159
SD,0.0754,0.0636,0.1289,0.0405,0.061,0.074,0.0083
