,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7132,0.6926,0.4,0.1429,0.2105,0.2314,0.9815
0_1,0.705,0.6913,0.4,0.125,0.1905,0.2154,0.979
0_2,0.84,0.6919,0.4,0.1333,0.2,0.223,0.9803
0_3,0.5335,0.5919,0.2,0.0714,0.1053,0.1105,0.979
0_4,0.7514,0.6882,0.4,0.0952,0.1538,0.1855,0.9729
0_5,0.7277,0.5938,0.2,0.0909,0.125,0.1269,0.9827
0_6,0.533,0.6938,0.4,0.1667,0.2353,0.2513,0.984
0_7,0.4786,0.6188,0.25,0.0909,0.1333,0.1439,0.984
0_8,0.714,0.5901,0.2,0.0588,0.0909,0.0984,0.9753
0_9,0.5275,0.6925,0.4,0.1429,0.2105,0.2314,0.9815
0_Mean,0.6524,0.6545,0.325,0.1118,0.1655,0.1818,0.98
0_SD,0.1225,0.0487,0.0979,0.0352,0.0503,0.0568,0.0036
Mean,0.6524,0.6545,0.325,0.1118,0.1655,0.1818,0.98
SD,0.1225,0.0487,0.0979,0.0352,0.0503,0.0568,0.0036
