,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7783,0.2618,0.7087,0.619,0.0828,,0.1461,0.1697,0.7932,13,570,144,8
0_1,0.6768,0.2378,0.659,0.5714,0.0622,,0.1121,0.1204,0.7415,12,533,181,9
0_2,0.7542,0.325,0.7073,0.6667,0.0722,,0.1302,0.1567,0.7456,14,534,180,7
0_3,0.6934,0.1985,0.6639,0.5238,0.0728,,0.1279,0.1351,0.7959,11,574,140,10
0_4,0.7909,0.3544,0.7059,0.6667,0.0714,,0.129,0.1551,0.7429,14,532,182,7
0_5,0.7879,0.2819,0.7385,0.6818,0.0932,,0.1639,0.1965,0.7918,15,567,146,7
0_6,0.7283,0.3333,0.6941,0.6364,0.0733,,0.1315,0.1508,0.7483,14,536,177,8
0_7,0.7982,0.252,0.7273,0.6818,0.0847,,0.1508,0.1812,0.7701,15,551,162,7
0_8,0.692,0.262,0.6175,0.4762,0.0549,,0.0985,0.0907,0.7507,10,541,172,11
0_9,0.5538,0.153,0.5411,0.3333,0.0376,,0.0676,0.0315,0.7371,7,534,179,14
0_Mean,0.7254,0.266,0.6763,0.5857,0.0705,,0.1258,0.1388,0.7617,12.5,547.2,166.3,8.8
0_SD,0.0753,0.0619,0.0595,0.113,0.0159,,0.0276,0.0483,0.0237,2.5495097567963922,16.9627041869312,16.924997948465325,2.2997584414213783
Mean,0.7254,0.266,0.6763,0.5857,0.0705,,0.1258,0.1388,0.7617,12.5,547.2,166.3,8.8
SD,0.0753,0.0618,0.0595,0.113,0.0159,,0.0276,0.0483,0.0237,2.5495,16.9627,16.925,2.2998
