,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7486,0.3854,0.7139,0.6774,0.0972,,0.17,0.1855,0.7475,21,586,195,10
0_1,0.65,0.2663,0.6043,0.4839,0.0652,,0.1149,0.0887,0.7155,15,566,215,16
0_2,0.6798,0.3374,0.6346,0.5484,0.0723,,0.1278,0.1138,0.7143,17,563,218,14
0_3,0.7406,0.4008,0.7132,0.6774,0.0968,,0.1694,0.1847,0.7463,21,585,196,10
0_4,0.7356,0.3433,0.6927,0.6774,0.0843,,0.15,0.1602,0.7069,21,553,228,10
0_5,0.7441,0.3671,0.7119,0.6774,0.0959,,0.168,0.183,0.7438,21,583,198,10
0_6,0.8031,0.4174,0.7565,0.7742,0.1053,,0.1853,0.2187,0.7401,24,577,204,7
0_7,0.6192,0.2453,0.5732,0.3871,0.06,,0.1039,0.0651,0.7451,12,593,188,19
0_8,0.785,0.3531,0.7333,0.7419,0.0966,,0.171,0.1964,0.7254,23,566,215,8
0_9,0.6875,0.333,0.6739,0.6,0.0837,,0.1469,0.1487,0.7423,18,584,197,12
0_Mean,0.7194,0.3449,0.6808,0.6245,0.0857,,0.1507,0.1545,0.7327,19.3,575.6,205.4,11.6
0_SD,0.0586,0.0547,0.059,0.1202,0.0154,,0.0272,0.0501,0.0156,3.7431418769679454,12.825322174857398,12.825322174857398,3.717824931626316
Mean,0.7194,0.3449,0.6808,0.6245,0.0857,,0.1507,0.1545,0.7327,19.3,575.6,205.4,11.6
SD,0.0586,0.0547,0.059,0.1201,0.0154,,0.0272,0.0501,0.0156,3.7431,12.8253,12.8253,3.7178
