,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6448,0.3948,0.6057,0.8286,0.1245,,0.2164,0.1294,0.4254,58,253,408,12
0_1,0.6665,0.4502,0.6048,0.8571,0.123,,0.2151,0.131,0.4008,60,233,428,10
0_2,0.6518,0.3983,0.6136,0.8143,0.1281,,0.2214,0.1371,0.4514,57,273,388,13
0_3,0.6746,0.423,0.6264,0.8261,0.1307,,0.2257,0.1507,0.4644,57,282,379,12
0_4,0.6792,0.4251,0.6238,0.8406,0.1289,,0.2235,0.1489,0.4479,58,269,392,11
0_5,0.6258,0.3789,0.5879,0.8,0.1197,,0.2082,0.1079,0.4164,56,248,412,14
0_6,0.6212,0.351,0.5891,0.7857,0.1206,,0.2091,0.1083,0.4301,55,259,401,15
0_7,0.6484,0.3779,0.6087,0.8143,0.1264,,0.2188,0.1317,0.4425,57,266,394,13
0_8,0.6755,0.4273,0.6202,0.8571,0.1285,,0.2235,0.1475,0.4288,60,253,407,10
0_9,0.6014,0.3458,0.6022,0.8286,0.1234,,0.2148,0.1256,0.4192,58,248,412,12
0_Mean,0.6489,0.3972,0.6082,0.8252,0.1254,,0.2176,0.1318,0.4327,57.6,258.4,402.1,12.2
0_SD,0.0262,0.0344,0.0133,0.0229,0.0037,,0.006,0.0153,0.0189,1.577621275493231,14.377451481786023,14.24741691988021,1.6193277068654826
Mean,0.6489,0.3972,0.6082,0.8252,0.1254,,0.2176,0.1318,0.4327,57.6,258.4,402.1,12.2
SD,0.0262,0.0344,0.0132,0.0229,0.0037,,0.006,0.0152,0.0189,1.5776,14.3775,14.2474,1.6193
