,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8231,0.4003,0.8169,0.7273,0.0964,,0.1702,0.2419,0.9042,8,728,75,3
0_1,0.7937,0.2612,0.707,0.5,0.0676,,0.119,0.1587,0.909,5,734,69,5
0_2,0.8911,0.3709,0.794,0.7,0.0722,,0.1308,0.1999,0.8856,7,713,90,3
0_3,0.833,0.3047,0.7508,0.6,0.0706,,0.1263,0.1807,0.8979,6,724,79,4
0_4,0.8447,0.2675,0.7989,0.7,0.0787,,0.1414,0.2111,0.8954,7,721,82,3
0_5,0.7383,0.1947,0.7427,0.6,0.0612,,0.1111,0.1643,0.8819,6,711,92,4
0_6,0.878,0.246,0.7658,0.6364,0.0769,,0.1373,0.1948,0.8918,7,718,84,4
0_7,0.767,0.2877,0.7303,0.5455,0.0811,,0.1412,0.185,0.9102,6,734,68,5
0_8,0.7192,0.285,0.7222,0.5455,0.069,,0.1224,0.1661,0.8942,6,721,81,5
0_9,0.6691,0.2254,0.6762,0.4545,0.0575,,0.102,0.1317,0.8918,5,720,82,6
0_Mean,0.7957,0.2843,0.7505,0.6009,0.0731,,0.1302,0.1834,0.8962,6.3,722.4,80.2,4.2
0_SD,0.0718,0.0625,0.0442,0.0911,0.011,,0.019,0.0308,0.0093,0.9486832980505138,7.820201759261428,7.885288693369303,1.0327955589886444
Mean,0.7957,0.2843,0.7505,0.6009,0.0731,,0.1302,0.1834,0.8962,6.3,722.4,80.2,4.2
SD,0.0718,0.0625,0.0442,0.0911,0.011,,0.019,0.0308,0.0094,0.9487,7.8202,7.8853,1.0328
