,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7553,0.3093,0.7034,0.5625,0.0677,,0.1208,0.1527,0.8387,9,672,124,7
0_1,0.6147,0.1505,0.6203,0.4118,0.049,,0.0875,0.0905,0.8202,7,659,136,10
0_2,0.7133,0.3486,0.7067,0.5882,0.0671,,0.1205,0.1529,0.8202,10,656,139,7
0_3,0.7331,0.2646,0.688,0.5294,0.0687,,0.1216,0.1463,0.8399,9,673,122,8
0_4,0.782,0.3958,0.7649,0.7059,0.0789,,0.142,0.1945,0.8214,12,655,140,5
0_5,0.7568,0.2913,0.7286,0.6471,0.0679,,0.1229,0.1638,0.8067,11,644,151,6
0_6,0.7229,0.3059,0.6758,0.5,0.0635,,0.1127,0.135,0.8446,8,677,118,8
0_7,0.6954,0.2063,0.6903,0.5,0.0777,,0.1345,0.1589,0.873,8,700,95,8
0_8,0.7263,0.2733,0.6533,0.4375,0.0631,,0.1102,0.1241,0.8607,7,691,104,9
0_9,0.7658,0.2914,0.7345,0.625,0.0746,,0.1333,0.1756,0.8397,10,671,124,6
0_Mean,0.7265,0.2837,0.6966,0.5507,0.0678,,0.1206,0.1494,0.8365,9.1,669.8,125.3,7.4
0_SD,0.0472,0.0685,0.0415,0.0932,0.0086,,0.0152,0.0286,0.0202,1.66332999331662,17.067187492052955,17.05579080547132,1.505545305418162
Mean,0.7266,0.2837,0.6966,0.5507,0.0678,,0.1206,0.1494,0.8365,9.1,669.8,125.3,7.4
SD,0.0472,0.0685,0.0415,0.0932,0.0086,,0.0152,0.0286,0.0202,1.6633,17.0672,17.0558,1.5055
