,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5354,0.1386,0.561,0.25,0.0211,,0.0388,0.0378,0.8653,2,634,93,6
0_1,0.6999,0.2112,0.6063,0.375,0.0248,,0.0465,0.0595,0.8327,3,609,118,5
0_2,0.4372,0.0078,0.4807,0.125,0.0083,,0.0156,-0.0109,0.8286,1,608,119,7
0_3,0.7625,0.3188,0.7555,0.6667,0.0504,,0.0938,0.1526,0.8422,6,613,113,3
0_4,0.7545,0.2613,0.7603,0.6667,0.0536,,0.0992,0.1593,0.8517,6,620,106,3
0_5,0.6318,0.1905,0.6437,0.4444,0.0339,,0.063,0.0861,0.8381,4,612,114,5
0_6,0.5002,0.0731,0.4867,0.125,0.009,,0.0168,-0.0077,0.8406,1,616,110,7
0_7,0.572,0.0773,0.5451,0.25,0.0169,,0.0317,0.0255,0.8338,2,610,116,6
0_8,0.8113,0.4147,0.7924,0.75,0.0476,,0.0896,0.161,0.8338,6,606,120,2
0_9,0.7307,0.2811,0.6777,0.5,0.0367,,0.0684,0.1038,0.8515,4,621,105,4
0_Mean,0.6435,0.1975,0.6309,0.4153,0.0302,,0.0563,0.0767,0.8418,3.5,614.9,111.4,4.8
0_SD,0.1271,0.1259,0.114,0.2288,0.0168,,0.0312,0.0664,0.0113,2.0138409955990952,8.345990387938123,8.275801404630785,1.7511900715418263
Mean,0.6436,0.1974,0.6309,0.4153,0.0302,,0.0563,0.0767,0.8418,3.5,614.9,111.4,4.8
SD,0.1271,0.1259,0.114,0.2288,0.0168,,0.0312,0.0665,0.0113,2.0138,8.346,8.2758,1.7512
