,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6979,0.6659,0.7083,0.75,0.75,,0.75,0.4167,0.7143,6,4,2,2
0_1,0.875,0.9375,0.8125,0.625,1.0,,0.7692,0.6455,0.7857,5,6,0,3
0_2,0.5417,0.6896,0.5,0.5,0.5714,,0.5333,0.0,0.5,4,3,3,4
0_3,0.4375,0.6122,0.5417,0.25,0.6667,,0.3636,0.1005,0.5,2,5,1,6
0_4,0.7604,0.8542,0.625,0.75,0.6667,,0.7059,0.2582,0.6429,6,3,3,2
0_5,0.3542,0.5009,0.3542,0.375,0.4286,,0.4,-0.2887,0.3571,3,2,4,5
0_6,0.5208,0.6181,0.5,0.5,0.5714,,0.5333,0.0,0.5,4,3,3,4
0_7,0.5729,0.5503,0.5625,0.625,0.625,,0.625,0.125,0.5714,5,3,3,3
0_8,0.6111,0.8133,0.5778,0.5556,0.7143,,0.625,0.1491,0.5714,5,3,2,4
0_9,0.55,0.7645,0.65,0.5,0.8,,0.6154,0.3,0.6154,4,4,1,4
0_Mean,0.5922,0.7007,0.5832,0.5431,0.6794,,0.5921,0.1706,0.5758,4.4,3.6,2.2,3.7
0_SD,0.1528,0.1394,0.126,0.156,0.1539,,0.1366,0.2554,0.1222,1.2649110640673518,1.1737877907772674,1.2292725943057183,1.2516655570345725
Mean,0.5922,0.7007,0.5832,0.5431,0.6794,,0.5921,0.1706,0.5758,4.4,3.6,2.2,3.7
SD,0.1528,0.1394,0.126,0.156,0.1539,,0.1366,0.2554,0.1222,1.2649,1.1738,1.2293,1.2517
