,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7333,0.2779,0.7357,0.5,0.0455,,0.0833,0.1441,0.9701,1,713,21,1
0_1,0.7394,0.3016,0.7411,0.5,0.0714,,0.125,0.1838,0.981,1,721,13,1
0_2,0.7388,0.2881,0.7405,0.5,0.0667,,0.1176,0.1772,0.9796,1,720,14,1
0_3,0.735,0.2852,0.7343,0.5,0.0417,,0.0769,0.1374,0.9674,1,711,23,1
0_4,0.4871,0.0014,0.4939,0.0,0.0,,,-0.0058,0.9851,0,725,9,2
0_5,0.4796,0.0007,0.4871,0.0,0.0,,,-0.006,0.9728,0,715,19,1
0_6,0.4782,0.0007,0.4871,0.0,0.0,,,-0.006,0.9728,0,715,19,1
0_7,0.483,0.0007,0.4884,0.0,0.0,,,-0.0057,0.9755,0,717,17,1
0_8,0.734,0.2847,0.735,0.5,0.0435,,0.08,0.1406,0.9687,1,711,22,1
0_9,0.4741,0.0014,0.4857,0.0,0.0,,,-0.009,0.9687,0,712,21,2
0_Mean,0.6082,0.1442,0.6129,0.25,0.0269,,0.0966,0.0751,0.9742,0.5,716.0,17.8,1.2
0_SD,0.1348,0.1511,0.1312,0.2635,0.0299,,0.0228,0.0872,0.006,0.5270462766947299,4.714045207910317,4.516635916254486,0.4216370213557839
Mean,0.6082,0.1442,0.6129,0.25,0.0269,,0.0966,0.0751,0.9742,0.5,716.0,17.8,1.2
SD,0.1348,0.1511,0.1312,0.2635,0.0299,,0.0228,0.0872,0.006,0.527,4.714,4.5166,0.4216
