,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6299,0.5848,0.2308,0.0638,0.1,0.0914,0.9263
0_1,0.5863,0.5478,0.1538,0.0455,0.0702,0.0531,0.9277
0_2,0.6818,0.6323,0.3077,0.1143,0.1667,0.1638,0.9454
0_3,0.7673,0.5876,0.2308,0.0698,0.1071,0.0984,0.9318
0_4,0.6882,0.6548,0.3846,0.0847,0.1389,0.1502,0.9154
0_5,0.677,0.5793,0.2308,0.0545,0.0882,0.0794,0.9154
0_6,0.7051,0.6261,0.3077,0.0909,0.1404,0.1401,0.9332
0_7,0.654,0.6247,0.3077,0.087,0.1356,0.1357,0.9304
0_8,0.7691,0.6444,0.3333,0.1111,0.1667,0.1696,0.9454
0_9,0.7451,0.7188,0.5,0.1176,0.1905,0.2182,0.9303
0_Mean,0.6904,0.6201,0.2987,0.0839,0.1304,0.13,0.9301
0_SD,0.0591,0.0482,0.0967,0.0254,0.0385,0.0494,0.0102
Mean,0.6904,0.6201,0.2987,0.0839,0.1304,0.13,0.9301
SD,0.0591,0.0482,0.0967,0.0254,0.0385,0.0494,0.0102
