,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6391,0.6315,0.375,0.0928,0.1488,0.1374,0.8728
0_1,0.7045,0.6371,0.3913,0.0891,0.1452,0.1379,0.869
0_2,0.5701,0.5169,0.1304,0.038,0.0588,0.0189,0.8813
0_3,0.6906,0.6448,0.3913,0.1011,0.1607,0.1538,0.8838
0_4,0.6778,0.6013,0.3043,0.0805,0.1273,0.1087,0.8813
0_5,0.6477,0.5578,0.2174,0.0588,0.0926,0.0627,0.8789
0_6,0.605,0.5623,0.2174,0.0641,0.099,0.0701,0.8875
0_7,0.7131,0.6786,0.4348,0.1408,0.2128,0.2098,0.9085
0_8,0.5947,0.6372,0.375,0.1023,0.1607,0.1495,0.8838
0_9,0.6805,0.7103,0.5417,0.1204,0.197,0.2098,0.869
0_Mean,0.6523,0.6178,0.3379,0.0888,0.1403,0.1259,0.8816
0_SD,0.0493,0.0587,0.1214,0.0302,0.0474,0.062,0.0114
Mean,0.6523,0.6178,0.3379,0.0888,0.1403,0.1259,0.8816
SD,0.0493,0.0587,0.1214,0.0302,0.0474,0.062,0.0114
