,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.4858,0.4975,0.0,0.0,,-0.0043,0.9914
0_1,0.7135,0.8327,0.6667,0.6667,0.6667,0.6654,0.9975
0_2,0.9252,0.4963,0.0,0.0,,-0.0052,0.9889
0_3,0.4568,0.4957,0.0,0.0,,-0.0046,0.9889
0_4,0.7793,0.7463,0.5,0.1429,0.2222,0.2641,0.9914
0_5,0.6831,0.666,0.3333,0.5,0.4,0.4065,0.9963
0_6,0.8613,0.8315,0.6667,0.4,0.5,0.5142,0.9951
0_7,0.7523,0.6648,0.3333,0.25,0.2857,0.2856,0.9938
0_8,0.851,0.663,0.3333,0.1429,0.2,0.2139,0.9902
0_9,0.5313,0.6642,0.3333,0.2,0.25,0.2547,0.9926
0_Mean,0.704,0.6558,0.3167,0.2302,0.3607,0.259,0.9926
0_SD,0.1641,0.1277,0.254,0.228,0.172,0.2269,0.003
Mean,0.704,0.6558,0.3167,0.2302,0.3607,0.259,0.9926
SD,0.1641,0.1277,0.254,0.228,0.172,0.2269,0.003
