,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7502,0.68,0.375,0.3333,0.3529,0.3397,0.9729
0_1,0.686,0.5881,0.1875,0.25,0.2143,0.2029,0.9729
0_2,0.5843,0.5862,0.1875,0.2,0.1935,0.1779,0.9692
0_3,0.7576,0.6395,0.2941,0.2941,0.2941,0.279,0.9704
0_4,0.7832,0.729,0.4706,0.4444,0.4571,0.4454,0.9766
0_5,0.8402,0.7015,0.4118,0.5,0.4516,0.4432,0.979
0_6,0.6884,0.5237,0.0588,0.1,0.0741,0.0616,0.9692
0_7,0.6268,0.5838,0.1765,0.3,0.2222,0.2176,0.9741
0_8,0.7296,0.7125,0.4375,0.4118,0.4242,0.4125,0.9765
0_9,0.7368,0.7131,0.4375,0.4375,0.4375,0.4262,0.9778
0_Mean,0.7183,0.6457,0.3037,0.3271,0.3122,0.3006,0.9739
0_SD,0.0748,0.0714,0.1429,0.1241,0.133,0.1334,0.0036
Mean,0.7183,0.6457,0.3037,0.3271,0.3122,0.3006,0.9739
SD,0.0748,0.0714,0.1429,0.1241,0.133,0.1334,0.0036
