,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5224,0.5557,0.1176,0.2857,0.1667,0.1724,0.9753
0_1,0.6248,0.5525,0.1176,0.1667,0.1379,0.1246,0.9692
0_2,0.5875,0.5237,0.0588,0.1,0.0741,0.0616,0.9692
0_3,0.6604,0.6145,0.2353,0.4444,0.3077,0.3132,0.9778
0_4,0.6711,0.5863,0.1765,0.5,0.2609,0.2887,0.979
0_5,0.5377,0.5275,0.0588,0.25,0.0952,0.1126,0.9766
0_6,0.5944,0.5532,0.1176,0.1818,0.1429,0.1317,0.9704
0_7,0.5452,0.5876,0.1765,0.75,0.2857,0.3583,0.9815
0_8,0.6277,0.5538,0.1176,0.2,0.1481,0.1396,0.9716
0_9,0.5213,0.5544,0.1176,0.2222,0.1538,0.1488,0.9728
0_Mean,0.5892,0.5609,0.1294,0.3101,0.1773,0.1852,0.9743
0_SD,0.056,0.0278,0.0541,0.198,0.0798,0.0987,0.0043
Mean,0.5893,0.5609,0.1294,0.3101,0.1773,0.1851,0.9743
SD,0.056,0.0278,0.0541,0.198,0.0799,0.0987,0.0043
