,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6623,0.6812,0.3889,0.25,0.3043,0.2924,0.9605
0_1,0.7377,0.7286,0.4737,0.4091,0.439,0.4258,0.9716
0_2,0.8985,0.7594,0.5263,0.625,0.5714,0.5642,0.9815
0_3,0.8312,0.7036,0.4211,0.4211,0.4211,0.4072,0.9729
0_4,0.8288,0.7318,0.4737,0.5294,0.5,0.4895,0.9778
0_5,0.7632,0.7405,0.5,0.375,0.4286,0.4182,0.9704
0_6,0.8831,0.7418,0.5,0.4091,0.45,0.4385,0.9728
0_7,0.7681,0.6894,0.3889,0.4667,0.4242,0.4142,0.9765
0_8,0.8706,0.7153,0.4444,0.4211,0.4324,0.4193,0.9741
0_9,0.8278,0.6881,0.3889,0.4118,0.4,0.3869,0.9741
0_Mean,0.8071,0.718,0.4506,0.4318,0.4371,0.4256,0.9732
0_SD,0.0737,0.0266,0.0517,0.0978,0.0681,0.0693,0.0055
Mean,0.8071,0.718,0.4506,0.4318,0.4371,0.4256,0.9732
SD,0.0737,0.0266,0.0516,0.0978,0.0681,0.0693,0.0055
