,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7826,0.6411,0.3438,0.1864,0.2418,0.2115,0.915
0_1,0.8637,0.7635,0.5938,0.2676,0.3689,0.363,0.92
0_2,0.7748,0.651,0.375,0.1739,0.2376,0.2107,0.9052
0_3,0.8566,0.753,0.5625,0.2903,0.383,0.3708,0.9286
0_4,0.8349,0.7154,0.5,0.2286,0.3137,0.2986,0.9138
0_5,0.8057,0.6542,0.3636,0.2182,0.2727,0.2424,0.9212
0_6,0.808,0.6346,0.3333,0.1803,0.234,0.2016,0.9113
0_7,0.8157,0.6707,0.3939,0.2407,0.2989,0.2705,0.9249
0_8,0.8362,0.7381,0.5455,0.25,0.3429,0.3307,0.915
0_9,0.8503,0.7427,0.5625,0.2308,0.3273,0.3206,0.9088
0_Mean,0.8228,0.6964,0.4574,0.2267,0.3021,0.282,0.9164
0_SD,0.0305,0.0509,0.1044,0.0382,0.0545,0.064,0.0073
Mean,0.8228,0.6964,0.4574,0.2267,0.3021,0.282,0.9164
SD,0.0305,0.0509,0.1045,0.0382,0.0545,0.0639,0.0073
