,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6742,0.5978,0.2083,0.3333,0.2564,0.246,0.9642
0_1,0.7409,0.6228,0.2609,0.3333,0.2927,0.2767,0.9642
0_2,0.5917,0.5198,0.0435,0.25,0.0741,0.094,0.9691
0_3,0.6914,0.5128,0.0435,0.0667,0.0526,0.0316,0.9555
0_4,0.6987,0.5838,0.1739,0.4444,0.25,0.2655,0.9703
0_5,0.6178,0.5416,0.087,0.4,0.1429,0.1763,0.9703
0_6,0.5209,0.5128,0.0435,0.0667,0.0526,0.0316,0.9555
0_7,0.6635,0.5985,0.2174,0.2381,0.2273,0.2059,0.958
0_8,0.6448,0.558,0.125,0.3,0.1765,0.1783,0.9654
0_9,0.7104,0.5946,0.2083,0.25,0.2273,0.2068,0.958
0_Mean,0.6554,0.5643,0.1411,0.2683,0.1752,0.1713,0.963
0_SD,0.0646,0.0406,0.083,0.125,0.0899,0.0901,0.0059
Mean,0.6554,0.5642,0.1411,0.2682,0.1752,0.1713,0.963
SD,0.0646,0.0406,0.083,0.125,0.0899,0.0901,0.0059
