,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8061,0.7438,0.5,0.3333,0.4,0.3993,0.9815
0_1,0.8266,0.5425,0.1,0.0769,0.087,0.0747,0.9741
0_2,0.9172,0.6913,0.4,0.2222,0.2857,0.2866,0.9754
0_3,0.9004,0.5938,0.2,0.1667,0.1818,0.1714,0.9778
0_4,0.8859,0.6756,0.3636,0.2857,0.32,0.3118,0.9791
0_5,0.9258,0.7248,0.4545,0.5556,0.5,0.4964,0.9877
0_6,0.7361,0.6718,0.3636,0.2,0.2581,0.2563,0.9717
0_7,0.8744,0.6258,0.2727,0.15,0.1935,0.1876,0.9692
0_8,0.8677,0.6787,0.3636,0.4444,0.4,0.3946,0.9852
0_9,0.8002,0.5469,0.1,0.1667,0.125,0.1207,0.9827
0_Mean,0.8541,0.6495,0.3118,0.2602,0.2751,0.2699,0.9784
0_SD,0.0603,0.0699,0.1396,0.1474,0.1323,0.1344,0.006
Mean,0.854,0.6495,0.3118,0.2602,0.2751,0.2699,0.9784
SD,0.0603,0.0699,0.1396,0.1474,0.1323,0.1344,0.006
