,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8825,0.8039,0.6154,0.5714,0.5926,0.5861,0.9864
0_1,0.8823,0.8071,0.6154,0.8889,0.7273,0.7363,0.9926
0_2,0.8956,0.8411,0.6923,0.5294,0.6,0.5981,0.9852
0_3,0.8912,0.8737,0.75,0.8182,0.7826,0.7802,0.9938
0_4,0.7807,0.7475,0.5,0.6,0.5455,0.5416,0.9877
0_5,0.8957,0.8443,0.6923,0.75,0.72,0.7162,0.9914
0_6,0.8236,0.7667,0.5385,0.6364,0.5833,0.5792,0.9877
0_7,0.8144,0.7301,0.4615,0.8571,0.6,0.6249,0.9901
0_8,0.8756,0.768,0.5385,0.7778,0.6364,0.6425,0.9901
0_9,0.7959,0.7661,0.5385,0.5833,0.56,0.5536,0.9864
0_Mean,0.8537,0.7949,0.5942,0.7013,0.6348,0.6359,0.9891
0_SD,0.0449,0.0469,0.0944,0.1317,0.0803,0.0819,0.0029
Mean,0.8538,0.7949,0.5942,0.7013,0.6348,0.6359,0.9891
SD,0.0449,0.0469,0.0944,0.1317,0.0803,0.0819,0.0029
