,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7832,0.773,0.56,0.56,0.56,0.546,0.9728
0_1,0.8172,0.8349,0.68,0.68,0.68,0.6698,0.9802
0_2,0.7637,0.7943,0.6,0.625,0.6122,0.6003,0.9765
0_3,0.7659,0.6755,0.36,0.5625,0.439,0.4363,0.9715
0_4,0.8793,0.7711,0.56,0.5,0.5283,0.5132,0.9691
0_5,0.7794,0.7549,0.52,0.619,0.5652,0.5548,0.9752
0_6,0.7942,0.7162,0.44,0.6471,0.5238,0.5216,0.9752
0_7,0.7857,0.813,0.64,0.5926,0.6154,0.6031,0.9752
0_8,0.8547,0.7827,0.5769,0.625,0.6,0.5878,0.9752
0_9,0.8294,0.8091,0.64,0.4848,0.5517,0.5409,0.9678
0_Mean,0.8053,0.7725,0.5577,0.5896,0.5676,0.5574,0.9739
0_SD,0.0388,0.0475,0.0972,0.0628,0.0652,0.063,0.0037
Mean,0.8053,0.7725,0.5577,0.5896,0.5676,0.5574,0.9739
SD,0.0389,0.0475,0.0972,0.0628,0.0652,0.0631,0.0037
