,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7125,0.5417,0.1429,0.1346,0.1386,0.0811,0.8921
0_1,0.7522,0.6442,0.3333,0.32,0.3265,0.283,0.918
0_2,0.7021,0.6057,0.2708,0.2241,0.2453,0.1936,0.9006
0_3,0.6311,0.5926,0.25,0.1967,0.2202,0.1658,0.8944
0_4,0.659,0.6141,0.2917,0.2258,0.2545,0.2027,0.8981
0_5,0.7262,0.6006,0.25,0.2449,0.2474,0.1992,0.9093
0_6,0.6963,0.5756,0.2041,0.2,0.202,0.1498,0.9019
0_7,0.7046,0.59,0.2449,0.1967,0.2182,0.1627,0.8932
0_8,0.6307,0.5574,0.1837,0.1475,0.1636,0.1038,0.8857
0_9,0.6603,0.592,0.2449,0.2069,0.2243,0.1702,0.8969
0_Mean,0.6875,0.5914,0.2416,0.2097,0.2241,0.1712,0.899
0_SD,0.0406,0.0288,0.0542,0.0514,0.0515,0.0558,0.0092
Mean,0.6875,0.5914,0.2416,0.2097,0.2241,0.1712,0.899
SD,0.0406,0.0288,0.0542,0.0514,0.0515,0.0558,0.0092
