,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6521,0.5865,0.1818,0.2222,0.2,0.1911,0.9803
0_1,0.9145,0.632,0.2727,0.3,0.2857,0.2767,0.9815
0_2,0.843,0.6956,0.4,0.3636,0.381,0.3733,0.984
0_3,0.6461,0.5938,0.2,0.1667,0.1818,0.1714,0.9778
0_4,0.7729,0.6956,0.4,0.3636,0.381,0.3733,0.984
0_5,0.7443,0.6963,0.4,0.4,0.4,0.3925,0.9852
0_6,0.9133,0.6963,0.4,0.4,0.4,0.3925,0.9852
0_7,0.7689,0.632,0.2727,0.3,0.2857,0.2767,0.9815
0_8,0.6797,0.632,0.2727,0.3,0.2857,0.2767,0.9815
0_9,0.7913,0.5865,0.1818,0.2222,0.2,0.1911,0.9803
0_Mean,0.7726,0.6447,0.2982,0.3038,0.3001,0.2915,0.9821
0_SD,0.0973,0.0475,0.0944,0.0802,0.0867,0.0876,0.0024
Mean,0.7726,0.6447,0.2982,0.3038,0.3001,0.2915,0.9821
SD,0.0973,0.0476,0.0944,0.0802,0.0867,0.0876,0.0024
