,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.564,0.4993,0.0,0.0,,-0.0019,0.9959
0_1,0.8495,0.75,0.5,1.0,0.6667,0.7066,0.9986
0_2,0.7609,0.7493,0.5,0.5,0.5,0.4986,0.9973
0_3,0.5477,0.748,0.5,0.25,0.3333,0.3511,0.9946
0_4,0.282,0.4986,0.0,0.0,,-0.0027,0.9946
0_5,0.6431,0.4986,0.0,0.0,,-0.0019,0.9959
0_6,0.6689,0.4993,0.0,0.0,,-0.0014,0.9973
0_7,0.5831,0.5,0.0,,,0.0,0.9986
0_8,0.7742,0.7486,0.5,0.3333,0.4,0.4063,0.9959
0_9,0.5887,0.4986,0.0,0.0,,-0.0027,0.9946
0_Mean,0.6262,0.599,0.2,0.2315,0.475,0.1952,0.9963
0_SD,0.1577,0.129,0.2582,0.343,0.145,0.2698,0.0016
Mean,0.6262,0.599,0.2,0.2315,0.475,0.1952,0.9963
SD,0.1577,0.1291,0.2582,0.343,0.145,0.2698,0.0016
