,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6743,0.5987,0.2381,0.1471,0.1818,0.1566,0.9388
0_1,0.5973,0.5427,0.1429,0.0682,0.0923,0.06,0.9197
0_2,0.8314,0.612,0.2857,0.12,0.169,0.1483,0.9197
0_3,0.641,0.5966,0.2381,0.1351,0.1724,0.1473,0.9347
0_4,0.7358,0.6912,0.4286,0.2143,0.2857,0.2744,0.9388
0_5,0.7013,0.594,0.2273,0.1515,0.1818,0.1547,0.9388
0_6,0.6753,0.6374,0.3182,0.1842,0.2333,0.2114,0.9374
0_7,0.7269,0.6402,0.3182,0.2059,0.25,0.2274,0.9429
0_8,0.5618,0.57,0.1905,0.1,0.1311,0.1028,0.9278
0_9,0.5195,0.598,0.2381,0.1429,0.1786,0.1533,0.9373
0_Mean,0.6665,0.6081,0.2626,0.1469,0.1876,0.1636,0.9336
0_SD,0.0913,0.0409,0.0795,0.0456,0.0564,0.0613,0.0083
Mean,0.6665,0.6081,0.2626,0.1469,0.1876,0.1636,0.9336
SD,0.0913,0.0409,0.0795,0.0456,0.0564,0.0613,0.0083
