,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.636,0.5808,0.2174,0.102,0.1389,0.1126,0.9236
0_1,0.7263,0.623,0.3043,0.1321,0.1842,0.1653,0.9236
0_2,0.5993,0.4993,0.0417,0.0286,0.0339,-0.0012,0.9298
0_3,0.6629,0.6003,0.25,0.1333,0.1739,0.1484,0.9298
0_4,0.7219,0.6003,0.25,0.1333,0.1739,0.1484,0.9298
0_5,0.6542,0.616,0.3043,0.1094,0.1609,0.1429,0.91
0_6,0.6377,0.554,0.1739,0.0714,0.1013,0.0707,0.9125
0_7,0.78,0.6633,0.3913,0.15,0.2169,0.2071,0.9199
0_8,0.6667,0.6173,0.3043,0.1129,0.1647,0.1465,0.9125
0_9,0.6742,0.5609,0.1739,0.0889,0.1176,0.0884,0.926
0_Mean,0.6759,0.5915,0.2411,0.1062,0.1466,0.1229,0.9217
0_SD,0.0528,0.0454,0.0967,0.036,0.0517,0.0583,0.0077
Mean,0.6759,0.5915,0.2411,0.1062,0.1466,0.1229,0.9218
SD,0.0529,0.0454,0.0966,0.036,0.0517,0.0583,0.0077
