,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.3564,0.5522,0.125,0.0625,0.0833,0.0742,0.9701
0_1,0.6955,0.5536,0.125,0.0714,0.0909,0.0813,0.9728
0_2,0.379,0.4862,0.0,0.0,,-0.0175,0.9619
0_3,0.7769,0.7716,0.5556,0.3571,0.4348,0.437,0.9823
0_4,0.6647,0.7153,0.4444,0.2857,0.3478,0.3465,0.9796
0_5,0.6134,0.6536,0.3333,0.1364,0.1935,0.1982,0.966
0_6,0.5236,0.5529,0.125,0.0667,0.087,0.0776,0.9714
0_7,0.6289,0.4938,0.0,0.0,,-0.0117,0.9768
0_8,0.8772,0.8042,0.625,0.2941,0.4,0.42,0.9796
0_9,0.8612,0.6202,0.25,0.2222,0.2353,0.2268,0.9823
0_Mean,0.6377,0.6204,0.2583,0.1496,0.2341,0.1832,0.9743
0_SD,0.1797,0.1128,0.2236,0.1305,0.145,0.1703,0.007
Mean,0.6377,0.6204,0.2583,0.1496,0.2341,0.1832,0.9743
SD,0.1797,0.1128,0.2236,0.1305,0.145,0.1703,0.007
