,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5335,0.4975,0.0,0.0,,-0.0055,0.9889
0_1,0.7577,0.6957,0.4,0.2222,0.2857,0.2924,0.9877
0_2,0.6023,0.4938,0.0,0.0,,-0.0078,0.9828
0_3,0.7235,0.6957,0.4,0.2222,0.2857,0.2924,0.9877
0_4,0.5572,0.4975,0.0,0.0,,-0.0055,0.9889
0_5,0.647,0.4944,0.0,0.0,,-0.0083,0.9828
0_6,0.7619,0.7969,0.6,0.375,0.4615,0.4703,0.9914
0_7,0.7517,0.6969,0.4,0.2857,0.3333,0.3332,0.9902
0_8,0.7124,0.6932,0.4,0.1538,0.2222,0.2408,0.9828
0_9,0.6428,0.4975,0.0,0.0,,-0.0055,0.9889
0_Mean,0.669,0.6059,0.22,0.1259,0.3177,0.1596,0.9872
0_SD,0.0848,0.1196,0.2394,0.1438,0.0896,0.1846,0.0032
Mean,0.669,0.6059,0.22,0.1259,0.3177,0.1596,0.9872
SD,0.0848,0.1196,0.2394,0.1438,0.0896,0.1845,0.0032
