,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6641,0.5977,0.4571,0.1561,0.2327,0.128,0.7114
0_1,0.659,0.6041,0.4714,0.1594,0.2383,0.136,0.7114
0_2,0.7169,0.647,0.5286,0.1927,0.2824,0.1966,0.7428
0_3,0.6649,0.6072,0.4928,0.156,0.2369,0.137,0.7
0_4,0.7118,0.6265,0.5072,0.1724,0.2574,0.1652,0.7233
0_5,0.6079,0.546,0.3571,0.125,0.1852,0.0607,0.6986
0_6,0.6856,0.6275,0.5429,0.1667,0.255,0.162,0.6959
0_7,0.6613,0.6273,0.5,0.1777,0.2622,0.1688,0.7301
0_8,0.6844,0.6276,0.5143,0.1739,0.2599,0.1667,0.7192
0_9,0.6218,0.5892,0.4571,0.1481,0.2238,0.1151,0.6959
0_Mean,0.6678,0.61,0.4829,0.1628,0.2434,0.1436,0.7129
0_SD,0.0346,0.0284,0.0526,0.0185,0.0267,0.0377,0.016
Mean,0.6678,0.61,0.4828,0.1628,0.2434,0.1436,0.7129
SD,0.0346,0.0284,0.0526,0.0185,0.0267,0.0377,0.016
