,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7864,0.6979,0.4211,0.2857,0.3404,0.328,0.9619
0_1,0.8532,0.7531,0.5263,0.3846,0.4444,0.4346,0.9692
0_2,0.8099,0.748,0.5263,0.2941,0.3774,0.3744,0.9594
0_3,0.7616,0.6929,0.4211,0.2222,0.2909,0.2833,0.952
0_4,0.8105,0.7406,0.5,0.375,0.4286,0.4182,0.9704
0_5,0.8128,0.7702,0.5556,0.4545,0.5,0.4901,0.9754
0_6,0.6495,0.6004,0.2222,0.1905,0.2051,0.1863,0.9618
0_7,0.6941,0.5991,0.2222,0.1739,0.1951,0.176,0.9594
0_8,0.7137,0.7109,0.4444,0.3077,0.3636,0.3527,0.9655
0_9,0.8418,0.8201,0.6667,0.3636,0.4706,0.4774,0.9667
0_Mean,0.7733,0.7133,0.4506,0.3052,0.3616,0.3521,0.9642
0_SD,0.0673,0.0704,0.1405,0.0911,0.1056,0.1107,0.0067
Mean,0.7734,0.7133,0.4506,0.3052,0.3616,0.3521,0.9642
SD,0.0673,0.0704,0.1405,0.0911,0.1056,0.1107,0.0067
