,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5763,0.595,0.2353,0.1,0.1404,0.1257,0.9397
0_1,0.6765,0.6013,0.2353,0.1333,0.1702,0.1538,0.952
0_2,0.702,0.54,0.1176,0.0625,0.0816,0.0588,0.9446
0_3,0.6266,0.5669,0.1765,0.0811,0.1111,0.0918,0.941
0_4,0.5444,0.6294,0.2941,0.1515,0.2,0.1877,0.9507
0_5,0.6182,0.5719,0.1765,0.1034,0.1304,0.1109,0.9507
0_6,0.5603,0.5706,0.1765,0.0968,0.125,0.1055,0.9483
0_7,0.5912,0.5393,0.1176,0.0606,0.08,0.057,0.9433
0_8,0.607,0.5425,0.1176,0.0714,0.0889,0.0666,0.9495
0_9,0.5939,0.5675,0.1765,0.0833,0.1132,0.0939,0.9421
0_Mean,0.6096,0.5724,0.1824,0.0944,0.1241,0.1052,0.9462
0_SD,0.0492,0.0293,0.0585,0.0296,0.0387,0.042,0.0046
Mean,0.6096,0.5724,0.1823,0.0944,0.1241,0.1052,0.9462
SD,0.0492,0.0292,0.0585,0.0296,0.0387,0.042,0.0046
