,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8352,0.4986,0.0,0.0,,-0.0033,0.9932
0_1,0.8657,0.6653,0.3333,0.3333,0.3333,0.3306,0.9946
0_2,0.5082,0.4986,0.0,0.0,,-0.0033,0.9932
0_3,0.7568,0.4986,0.0,0.0,,-0.0033,0.9932
0_4,0.5397,0.4979,0.0,0.0,,-0.0047,0.9905
0_5,0.5417,0.6646,0.3333,0.25,0.2857,0.2853,0.9932
0_6,0.9102,0.6639,0.3333,0.2,0.25,0.2543,0.9918
0_7,0.6959,0.8292,0.6667,0.25,0.3636,0.4046,0.9905
0_8,0.6457,0.6612,0.3333,0.1111,0.1667,0.1869,0.9864
0_9,0.9544,0.8306,0.6667,0.3333,0.4444,0.4685,0.9932
0_Mean,0.7253,0.6309,0.2667,0.1478,0.3073,0.1915,0.992
0_SD,0.164,0.1307,0.2629,0.1419,0.0961,0.1846,0.0024
Mean,0.7253,0.6308,0.2667,0.1478,0.3073,0.1916,0.992
SD,0.164,0.1307,0.2629,0.1419,0.0961,0.1846,0.0024
